"Timestamp","Type","Value"
"2023-02-10 05:52:00","Time In Deep Sleep","2.037508"
"2023-02-10 05:52:00","HRV","51.8896"
"2023-02-10 05:52:00","Time Awake","0.7460147"
"2023-02-10 05:52:00","Time In REM Sleep","2.703315"
"2023-02-10 05:52:00","Notes","WHOOP Recovery Score: 64"
"2023-02-11 05:36:00","Time In REM Sleep","1.3396223"
"2023-02-11 05:36:00","Notes","WHOOP Recovery Score: 76"
"2023-02-11 05:36:00","Time Awake","1.0829141"
"2023-02-11 05:36:00","Sleep Hours","7.61"
"2023-02-11 05:36:00","Time In Light Sleep","4.8608737"
"2023-02-11 05:36:00","Pulse","53"
"2023-02-11 05:36:00","Number Times Woken","21"
"2023-02-11 05:36:00","HRV","57.944183"
"2023-02-11 05:36:00","Time In Deep Sleep","1.4118214"
"2023-02-12 07:10:00","HRV","57.036037"
"2023-02-12 07:10:00","Time In Deep Sleep","1.7086191"
"2023-02-12 07:10:00","Time Awake","0.90645224"
"2023-02-12 07:10:00","Notes","WHOOP Recovery Score: 71"
"2023-02-12 07:10:00","Time In REM Sleep","2.6869757"
"2023-02-12 07:10:00","Pulse","52"
"2023-02-12 07:10:00","Number Times Woken","14"
"2023-02-12 07:10:00","Time In Light Sleep","2.5348418"
"2023-02-12 07:10:00","Sleep Hours","6.93"
"2023-02-13 06:17:00","Time In Light Sleep","3.1843243"
"2023-02-13 06:17:00","Sleep Hours","6.69"
"2023-02-13 06:17:00","Pulse","54"
"2023-02-13 06:17:00","Number Times Woken","23"
"2023-02-13 06:17:00","HRV","55.8064"
"2023-02-13 06:17:00","Time In Deep Sleep","1.5401478"
"2023-02-13 06:17:00","Time In REM Sleep","1.9652997"
"2023-02-13 06:17:00","Notes","WHOOP Recovery Score: 65"
"2023-02-13 06:17:00","Time Awake","1.0668672"
"2023-02-14 05:31:00","Notes","WHOOP Recovery Score: 96"
"2023-02-14 05:31:00","Time Awake","0.88237864"
"2023-02-14 05:31:00","Time In REM Sleep","1.9091684"
"2023-02-14 05:31:00","Number Times Woken","11"
"2023-02-14 05:31:00","Pulse","47"
"2023-02-14 05:31:00","Time In Light Sleep","3.8420925"
"2023-02-14 05:31:00","Sleep Hours","7.53"
"2023-02-14 05:31:00","HRV","76.58549"
"2023-02-14 05:31:00","Time In Deep Sleep","1.7808263"
"2023-02-15 05:24:00","HRV","64.93222"
"2023-02-15 05:24:00","Time In Deep Sleep","1.6524631"
"2023-02-15 05:24:00","Time Awake","0.6978786"
"2023-02-15 05:24:00","Time In REM Sleep","1.957013"
"2023-02-15 05:24:00","Notes","WHOOP Recovery Score: 78"
"2023-02-15 05:24:00","Pulse","50"
"2023-02-15 05:24:00","Sleep Hours","6.25"
"2023-02-15 05:24:00","Number Times Woken","11"
"2023-02-15 05:24:00","Time In Light Sleep","2.6391387"
"2023-02-16 05:09:00","Time In Light Sleep","3.320974"
"2023-02-16 05:09:00","Sleep Hours","7.01"
"2023-02-16 05:09:00","Pulse","53"
"2023-02-16 05:09:00","Number Times Woken","17"
"2023-02-16 05:09:00","HRV","52.858067"
"2023-02-16 05:09:00","Time In Deep Sleep","1.7326908"
"2023-02-16 05:09:00","Time Awake","1.2674153"
"2023-02-16 05:09:00","Notes","WHOOP Recovery Score: 55"
"2023-02-16 05:09:00","Time In REM Sleep","1.9570167"
"2023-02-17 05:55:00","Time In REM Sleep","2.1096961"
"2023-02-17 05:55:00","Notes","WHOOP Recovery Score: 84"
"2023-02-17 05:55:00","Time Awake","1.2433453"
"2023-02-17 05:55:00","Time In Light Sleep","4.4677863"
"2023-02-17 05:55:00","Pulse","51"
"2023-02-17 05:55:00","Number Times Woken","12"
"2023-02-17 05:55:00","Sleep Hours","8.12"
"2023-02-17 05:55:00","Time In Deep Sleep","1.5401645"
"2023-02-17 05:55:00","HRV","65.29888"
"2023-02-18 05:29:00","Time In Deep Sleep","1.3556628"
"2023-02-18 05:29:00","HRV","69.15257"
"2023-02-18 05:29:00","Time In REM Sleep","1.5880181"
"2023-02-18 05:29:00","Time Awake","0.5374519"
"2023-02-18 05:29:00","Notes","WHOOP Recovery Score: 81"
"2023-02-18 05:29:00","Pulse","51"
"2023-02-18 05:29:00","Sleep Hours","5.40"
"2023-02-18 05:29:00","Number Times Woken","11"
"2023-02-18 05:29:00","Time In Light Sleep","2.4546359"
"2023-02-19 07:06:00","Pulse","55"
"2023-02-19 07:06:00","Sleep Hours","7.09"
"2023-02-19 07:06:00","Number Times Woken","11"
"2023-02-19 07:06:00","Time In Light Sleep","2.8878112"
"2023-02-19 07:06:00","HRV","55.56962"
"2023-02-19 07:06:00","Time In Deep Sleep","1.8128942"
"2023-02-19 07:06:00","Time Awake","0.6898603"
"2023-02-19 07:06:00","Notes","WHOOP Recovery Score: 53"
"2023-02-19 07:06:00","Time In REM Sleep","2.3901768"
"2023-02-20 05:34:00","Time In REM Sleep","1.4676839"
"2023-02-20 05:34:00","Notes","WHOOP Recovery Score: 72"
"2023-02-20 05:34:00","Time Awake","1.5561914"
"2023-02-20 05:34:00","Sleep Hours","7.43"
"2023-02-20 05:34:00","Number Times Woken","19"
"2023-02-20 05:34:00","Time In Light Sleep","4.0589657"
"2023-02-20 05:34:00","Pulse","52"
"2023-02-20 05:34:00","HRV","63.382618"
"2023-02-20 05:34:00","Time In Deep Sleep","1.9011325"
"2023-02-21 05:41:00","Time In Deep Sleep","1.6203763"
"2023-02-21 05:41:00","HRV","89.4208"
"2023-02-21 05:41:00","Time In REM Sleep","2.3019414"
"2023-02-21 05:41:00","Notes","WHOOP Recovery Score: 95"
"2023-02-21 05:41:00","Time Awake","0.8021658"
"2023-02-21 05:41:00","Number Times Woken","10"
"2023-02-21 05:41:00","Time In Light Sleep","2.799565"
"2023-02-21 05:41:00","Pulse","47"
"2023-02-21 05:41:00","Sleep Hours","6.72"
"2023-02-22 05:15:00","Sleep Hours","6.30"
"2023-02-22 05:15:00","Pulse","51"
"2023-02-22 05:15:00","Time In Light Sleep","3.352778"
"2023-02-22 05:15:00","Number Times Woken","16"
"2023-02-22 05:15:00","HRV","62.561222"
"2023-02-22 05:15:00","Time In Deep Sleep","1.2754467"
"2023-02-22 05:15:00","Time Awake","0.8422786"
"2023-02-22 05:15:00","Notes","WHOOP Recovery Score: 64"
"2023-02-22 05:15:00","Time In REM Sleep","1.6685112"
"2023-02-23 05:19:00","Time In REM Sleep","1.8126047"
"2023-02-23 05:19:00","Time Awake","1.4117961"
"2023-02-23 05:19:00","Notes","WHOOP Recovery Score: 45"
"2023-02-23 05:19:00","Time In Light Sleep","2.815595"
"2023-02-23 05:19:00","Pulse","54"
"2023-02-23 05:19:00","Sleep Hours","6.58"
"2023-02-23 05:19:00","Number Times Woken","10"
"2023-02-23 05:19:00","HRV","50.443146"
"2023-02-23 05:19:00","Time In Deep Sleep","1.949275"
"2023-02-24 05:23:00","Time In Deep Sleep","1.8369597"
"2023-02-24 05:23:00","HRV","58.569206"
"2023-02-24 05:23:00","Time In REM Sleep","1.4035033"
"2023-02-24 05:23:00","Time Awake","0.86633027"
"2023-02-24 05:23:00","Notes","WHOOP Recovery Score: 60"
"2023-02-24 05:23:00","Time In Light Sleep","2.9680161"
"2023-02-24 05:23:00","Number Times Woken","12"
"2023-02-24 05:23:00","Pulse","52"
"2023-02-24 05:23:00","Sleep Hours","6.21"
"2023-02-25 06:52:00","Pulse","51"
"2023-02-25 06:52:00","Number Times Woken","21"
"2023-02-25 06:52:00","Time In Light Sleep","3.4814036"
"2023-02-25 06:52:00","Sleep Hours","7.70"
"2023-02-25 06:52:00","HRV","65.86431"
"2023-02-25 06:52:00","Time In Deep Sleep","1.8530092"
"2023-02-25 06:52:00","Time Awake","1.6283983"
"2023-02-25 06:52:00","Time In REM Sleep","2.3661091"
"2023-02-25 06:52:00","Notes","WHOOP Recovery Score: 76"
"2023-02-26 07:34:00","Notes","WHOOP Recovery Score: 60"
"2023-02-26 07:34:00","Time In REM Sleep","2.8717496"
"2023-02-26 07:34:00","Time Awake","0.48931944"
"2023-02-26 07:34:00","Number Times Woken","14"
"2023-02-26 07:34:00","Pulse","55"
"2023-02-26 07:34:00","Time In Light Sleep","2.8875217"
"2023-02-26 07:34:00","Sleep Hours","7.37"
"2023-02-26 07:34:00","Time In Deep Sleep","1.6123586"
"2023-02-26 07:34:00","HRV","58.258465"
"2023-02-27 05:11:00","HRV","96.11165"
"2023-02-27 05:11:00","Time In Deep Sleep","1.5000575"
"2023-02-27 05:11:00","Time In REM Sleep","1.379443"
"2023-02-27 05:11:00","Notes","WHOOP Recovery Score: 86"
"2023-02-27 05:11:00","Time Awake","0.71392334"
"2023-02-27 05:11:00","Pulse","47"
"2023-02-27 05:11:00","Number Times Woken","10"
"2023-02-27 05:11:00","Time In Light Sleep","2.4706705"
"2023-02-27 05:11:00","Sleep Hours","5.35"
"2023-02-28 06:31:00","Pulse","49"
"2023-02-28 06:31:00","Time In Light Sleep","2.807311"
"2023-02-28 06:31:00","Sleep Hours","7.39"
"2023-02-28 06:31:00","Number Times Woken","16"
"2023-02-28 06:31:00","Time In Deep Sleep","2.4867234"
"2023-02-28 06:31:00","HRV","74.41878"
"2023-02-28 06:31:00","Time Awake","2.0214505"
"2023-02-28 06:31:00","Time In REM Sleep","2.093657"
"2023-02-28 06:31:00","Notes","WHOOP Recovery Score: 80"
"2023-03-01 07:49:00","Time In REM Sleep","2.5907323"
"2023-03-01 07:49:00","Time Awake","0.9625958"
"2023-03-01 07:49:00","Notes","WHOOP Recovery Score: 80"
"2023-03-01 07:49:00","Number Times Woken","22"
"2023-03-01 07:49:00","Sleep Hours","9.66"
"2023-03-01 07:49:00","Pulse","51"
"2023-03-01 07:49:00","Time In Light Sleep","4.3959"
"2023-03-01 07:49:00","HRV","73.38353"
"2023-03-01 07:49:00","Time In Deep Sleep","2.6712255"
"2023-03-02 04:59:00","HRV","66.31141"
"2023-03-02 04:59:00","Time In Deep Sleep","1.3048136"
"2023-03-02 04:59:00","Time Awake","0.48025417"
"2023-03-02 04:59:00","Time In REM Sleep","1.5046034"
"2023-03-02 04:59:00","Notes","WHOOP Recovery Score: 61"
"2023-03-02 04:59:00","Sleep Hours","5.42"
"2023-03-02 04:59:00","Time In Light Sleep","2.6094165"
"2023-03-02 04:59:00","Number Times Woken","9"
"2023-03-02 04:59:00","Pulse","53"
"2023-03-03 07:05:00","Number Times Woken","11"
"2023-03-03 07:05:00","Sleep Hours","8.25"
"2023-03-03 07:05:00","Pulse","50"
"2023-03-03 07:05:00","Time In Light Sleep","4.265939"
"2023-03-03 07:05:00","HRV","66.60939"
"2023-03-03 07:05:00","Time In Deep Sleep","1.8892467"
"2023-03-03 07:05:00","Time Awake","1.2081175"
"2023-03-03 07:05:00","Notes","WHOOP Recovery Score: 68"
"2023-03-03 07:05:00","Time In REM Sleep","2.0974019"
"2023-03-04 05:32:00","Time In REM Sleep","2.0888035"
"2023-03-04 05:32:00","Time Awake","0.6802958"
