date,Load,Performance
2024-05-07,169.44,1.7185185185185186
2024-05-08,142.63,1.8442622950819672
2024-05-14,108.7,1.848
2024-05-15,188.25,1.8478260869565217
2024-05-18,133.71,1.8294573643410852
2024-05-19,348.05,1.7777777777777777
2024-05-29,48.69,1.61864406779661
2024-05-31,84.75,1.728
2024-06-01,610.77,1.72992700729927
2024-06-03,89.14,1.7619047619047619
2024-06-06,131.85,1.8188976377952757
2024-06-09,214.36,1.9047619047619047
2024-06-10,149.72,
2024-06-11,44.02,1.598360655737705
2024-06-14,124.16,1.7557251908396947
2024-06-16,295.65,1.7194244604316546
2024-06-18,152.86,1.8257575757575757
2024-06-19,97.62,1.7734375
2024-06-21,134.93,
2024-06-23,377.91,1.4452054794520548
2024-06-26,173.47,1.6474820143884892
2024-06-28,197.16,1.7518248175182483
2024-07-01,186.96,1.6595744680851063
2024-07-02,94.03,1.7
2024-07-03,129.29,1.7575757575757576
2024-07-08,110.88,1.752
2024-07-10,145.66,1.5845070422535212
2024-07-13,292.28,
2024-07-15,169.41,1.6818181818181819
2024-07-17,154.28,
2024-07-20,122.59,1.651851851851852
2024-07-21,388.28,1.6095890410958904
2024-08-16,138.25,1.4598540145985401
2024-08-17,65.41,1.6194029850746268
2024-08-22,51.88,1.437956204379562
2024-08-29,48.43,1.3098591549295775
2024-08-30,56.94,1.4428571428571428
2024-09-01,82.58,1.5460992907801419
2024-09-03,91.89,1.5
2024-09-04,99.92,1.5957446808510638
2024-09-05,100.57,1.6402877697841727
2024-09-06,105.87,1.5957446808510638
2024-09-08,199.75,1.5845070422535212
2024-09-10,78.02,
2024-09-12,94.69,1.5734265734265733
2024-09-14,125.11,1.6521739130434783
2024-09-15,234.18,1.7293233082706767
2024-09-17,173.71,
2024-09-18,105.22,1.7028985507246377
2024-09-19,155.1,1.6
2024-09-21,135.96,1.6785714285714286
2024-09-23,147.47,
2024-09-25,126.65,1.6783216783216783
2024-09-27,71.58,1.669172932330827
2024-09-28,395.87,1.385135135135135
2024-10-01,110.11,1.7923076923076924
2024-10-02,136.06,1.5517241379310345
2024-10-03,115.02,1.6343283582089552
2024-10-06,284.9,1.5142857142857142
2024-10-08,101.71,1.6870229007633588
2024-10-09,145.27,1.673758865248227
2024-10-10,91.55,1.6434108527131783
2024-10-13,187.17,1.525925925925926
2024-10-15,102.03,1.7238805970149254
2024-10-17,100.14,1.6978417266187051
2024-10-18,162.6,1.6808510638297873
2024-10-20,144.33,1.669172932330827
2024-10-22,110.0,1.6343283582089552
2024-10-23,126.95,1.75177304964539
2024-10-25,129.78,1.7246376811594204
2024-10-28,156.94,1.5931034482758621
2024-11-01,122.61,1.6214285714285714
